filename,x,y,cluster,method,stat
AllFields_Resultats_MESH_195.npz,2.8423362,5.2326264,4,tsne,max
AllFields_Resultats_MESH_215.npz,-4.545718,3.3062007,8,tsne,max
AllFields_Resultats_MESH_138.npz,-3.9552362,4.541551,9,tsne,max
AllFields_Resultats_MESH_142.npz,-8.184128,1.6250992,0,tsne,max
AllFields_Resultats_MESH_160.npz,-0.45405412,7.87688,5,tsne,max
AllFields_Resultats_MESH_182-1.npz,-4.6482596,-1.2052373,6,tsne,max
AllFields_Resultats_MESH_119-2.npz,-5.6204095,2.5296297,8,tsne,max
AllFields_Resultats_MESH_211.npz,-5.5673695,3.7931488,8,tsne,max
AllFields_Resultats_MESH_140.npz,3.609741,0.1837285,13,tsne,max
AllFields_Resultats_MESH_168-2.npz,-7.542734,2.3562608,0,tsne,max
AllFields_Resultats_MESH_183.npz,-4.489503,3.0418031,8,tsne,max
AllFields_Resultats_MESH_42-1.npz,-3.286309,-1.1291652,3,tsne,max
AllFields_Resultats_MESH_129.npz,1.9469843,-0.91158026,2,tsne,max
AllFields_Resultats_MESH_42-3.npz,1.1865419,3.9922714,11,tsne,max
AllFields_Resultats_MESH_178.npz,3.0606365,0.5226748,13,tsne,max
AllFields_Resultats_MESH_173.npz,0.89939237,-0.42461267,2,tsne,max
AllFields_Resultats_MESH_121.npz,-6.0116396,3.1160808,8,tsne,max
AllFields_Resultats_MESH_42-2.npz,0.45497027,2.2420464,7,tsne,max
AllFields_Resultats_MESH_172.npz,-6.0100446,-2.0649467,6,tsne,max
AllFields_Resultats_MESH_196-2.npz,-3.5809724,4.787362,9,tsne,max
AllFields_Resultats_MESH_153.npz,-2.2578347,3.6255717,9,tsne,max
AllFields_Resultats_MESH_120.npz,1.3489494,6.2968173,14,tsne,max
AllFields_Resultats_MESH_180.npz,1.2170585,0.39160714,2,tsne,max
AllFields_Resultats_MESH_1.npz,-0.20136416,0.83549196,7,tsne,max
AllFields_Resultats_MESH_159.npz,2.6354299,0.115503,13,tsne,max
